NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY,MEGA_EVOLUTION,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL,DAMAGE_SCORE
307,1,3071,Meditite,Fighting,Psychic,Blue,Pure Power,,Telepathy,3,0,0,0.6,11.2,30,40,55,40,55,60,280,0.8325440007269033
308,1,3081,Medicham,Fighting,Psychic,Red,Pure Power,,Telepathy,3,0,0,1.3,31.5,60,60,75,60,75,80,410,1.2488160010903515
308,2,3082,Mega Medicham,Fighting,Psychic,Red,Pure Power,,,3,0,1,1.3,31.5,60,100,85,80,85,100,510,1.9790443196283853
309,1,3091,Electrike,Electric,,Green,Static,Lightning Rod,Minus,3,0,0,0.6,15.2,40,45,40,65,40,65,295,1.1337544754512203
310,1,3101,Manectric,Electric,,Yellow,Static,Lightning Rod,Minus,3,0,0,1.5,40.2,70,75,60,105,60,105,475,1.8314495372673603
310,2,3102,Mega Manectric,Electric,,Yellow,Intimidate,,,3,0,1,1.8,44.0,70,75,80,135,80,135,575,2.3547208336294605
311,1,3111,Plusle,Electric,,Yellow,Plus,,Lightning Rod,3,0,0,0.4,4.2,60,50,40,85,75,95,405,1.4826020063592897
312,1,3121,Minun,Electric,,Yellow,Minus,,Lightning Rod,3,0,0,0.4,4.2,60,40,50,75,85,95,405,1.308178240905257
313,1,3131,Volbeat,Bug,,Grey,Illuminate,Swarm,Prankster,3,0,0,0.7,17.7,65,73,75,47,85,85,430,1.2621424708009465
314,1,3141,Illumise,Bug,,Purple,Oblivious,Tinted Lens,Prankster,3,0,0,0.6,17.7,65,47,75,73,85,85,430,0.8126122757211562
315,1,3151,Roselia,Grass,Poison,Green,Natural Cure,Poison Point,Leaf Guard,3,0,0,0.3,2.0,50,60,45,100,80,65,400,1.7822880283424825
316,1,3161,Gulpin,Poison,,Green,Liquid Ooze,Sticky Hold,Gluttony,3,0,0,0.4,10.3,70,43,53,43,53,40,302,0.7203911899850662
317,1,3171,Swalot,Poison,,Purple,Liquid Ooze,Sticky Hold,Gluttony,3,0,0,1.7,80.0,100,73,83,73,83,55,467,1.2229896946258105
318,1,3181,Carvanha,Water,Dark,Red,Rough Skin,,Speed Boost,3,0,0,0.8,20.8,45,90,20,65,20,65,305,1.432899871089142
319,1,3191,Sharpedo,Water,Dark,Blue,Rough Skin,,Speed Boost,3,0,0,1.8,88.8,70,120,40,95,40,95,460,2.019462254317308
319,2,3192,Mega Sharpedo,Water,Dark,Blue,Strong Jaw,,,3,0,1,2.5,130.3,70,140,70,110,65,105,560,2.345146387417012
320,1,3201,Wailmer,Water,,Blue,Water Veil,Oblivious,Pressure,3,0,0,2.0,130.0,130,70,35,70,35,60,400,1.179306958071966
321,1,3211,Wailord,Water,,Blue,Water Veil,Oblivious,Pressure,3,0,0,14.5,398.0,170,90,45,90,45,60,500,1.5162518032353827
322,1,3221,Numel,Fire,Ground,Yellow,Oblivious,Simple,Own Tempo,3,0,0,0.7,24.0,60,60,40,65,45,35,305,1.4556252427228766
323,1,3231,Camerupt,Fire,Ground,Red,Magma Armor,Solid Rock,Anger Point,3,0,0,1.9,220.0,70,100,70,105,75,40,460,2.375229096771912
323,2,3232,Mega Camerupt,Fire,Ground,Red,Sheer Force,,,3,0,1,2.5,320.5,70,120,100,145,105,20,560,3.139908870393743
324,1,3241,Torkoal,Fire,,Brown,White Smoke,Drought,Shell Armor,3,0,0,0.5,80.4,70,85,140,85,70,20,470,1.6208718084368434
325,1,3251,Spoink,Psychic,,Black,Thick Fat,Own Tempo,Gluttony,3,0,0,0.7,30.6,60,25,35,70,80,60,330,1.1550114378646104
326,1,3261,Grumpig,Psychic,,Purple,Thick Fat,Own Tempo,Gluttony,3,0,0,0.9,71.5,80,45,65,90,110,80,470,1.485014705825928
327,1,3271,Spinda,Normal,,Brown,Own Tempo,Tangled Feet,Contrary,3,0,0,1.1,5.0,60,60,60,60,60,60,360,0.9654510601790226
328,1,3281,Trapinch,Ground,,Brown,Hyper Cutter,Arena Trap,Sheer Force,3,0,0,0.7,15.0,45,100,45,45,45,10,290,1.8368227254962897
329,1,3291,Vibrava,Ground,Dragon,Green,Levitate,,,3,0,0,1.1,15.3,50,70,50,50,50,70,340,1.4345958729189088
330,1,3301,Flygon,Ground,Dragon,Green,Levitate,,,3,0,0,2.0,82.0,80,100,80,80,80,100,520,2.0494226755984344
331,1,3311,Cacnea,Grass,,Green,Sand Veil,,Water Absorb,3,0,0,0.4,51.3,50,85,40,85,40,35,335,1.4692731839945998
332,1,3321,Cacturne,Grass,Dark,Green,Sand Veil,,Water Absorb,3,0,0,1.3,77.4,70,115,60,115,60,55,475,2.35259599878857
333,1,3331,Swablu,Normal,Flying,Blue,Natural Cure,,Cloud Nine,3,0,0,0.4,1.2,45,40,60,40,75,50,310,0.7678347323018968
334,1,3341,Altaria,Dragon,Flying,Blue,Natural Cure,,Cloud Nine,3,0,0,1.1,20.6,75,70,90,70,105,80,490,1.3710498464689929
334,2,3342,Mega Altaria,Dragon,Fairy,Blue,Pixilate,,,3,0,1,1.5,20.6,75,110,110,110,105,80,590,1.9830884570747518
335,1,3351,Zangoose,Normal,,White,Immunity,,Toxic Boost,3,0,0,1.3,40.3,73,115,60,60,60,90,458,1.8504478653431253
336,1,3361,Seviper,Poison,,Black,Shed Skin,,Infiltrator,3,0,0,2.7,52.5,73,100,60,100,60,65,458,1.6753283488024722
337,1,3371,Lunatone,Rock,Psychic,Yellow,Levitate,,,3,0,0,1.0,168.0,90,55,65,95,85,70,460,1.4024826480905652
338,1,3381,Solrock,Rock,Psychic,Red,Levitate,,,3,0,0,1.2,154.0,90,95,85,55,65,70,460,2.0785012184197753
339,1,3391,Barboach,Water,Ground,Grey,Oblivious,Anticipation,Hydration,3,0,0,0.4,1.9,50,48,43,46,41,60,288,0.9319249625796807
340,1,3401,Whiscash,Water,Ground,Blue,Oblivious,Anticipation,Hydration,3,0,0,0.9,23.6,110,78,73,76,71,60,468,1.5298139046067374
341,1,3411,Corphish,Water,,Red,Hyper Cutter,Shell Armor,Adaptability,3,0,0,0.6,11.5,43,80,65,50,35,35,308,0.8423621129085443
342,1,3421,Crawdaunt,Water,Dark,Red,Hyper Cutter,Shell Armor,Adaptability,3,0,0,1.1,32.8,63,120,85,90,55,55,468,1.9541047985982398
343,1,3431,Baltoy,Ground,Psychic,Brown,Levitate,,,3,0,0,0.5,21.5,40,40,55,40,70,55,300,0.8368451436079561
344,1,3441,Claydol,Ground,Psychic,Black,Levitate,,,3,0,0,1.5,108.0,60,70,105,70,120,75,500,1.4644790013139197
345,1,3451,Lileep,Rock,Grass,Purple,Suction Cups,,Storm Drain,3,0,0,1.0,23.8,66,41,77,61,87,23,355,1.1229069866128956
346,1,3461,Cradily,Rock,Grass,Green,Suction Cups,,Storm Drain,3,0,0,1.5,60.4,86,81,97,81,107,43,495,1.9868460855097363
347,1,3471,Anorith,Rock,Bug,Grey,Battle Armor,,Swift Swim,3,0,0,0.7,12.5,45,95,50,40,50,75,355,2.2281159833444475
348,1,3481,Armaldo,Rock,Bug,Grey,Battle Armor,,Swift Swim,3,0,0,1.5,68.2,75,125,100,70,80,45,495,2.9317315570321636
349,1,3491,Feebas,Water,,Brown,Swift Swim,Oblivious,Adaptability,3,0,0,0.6,7.4,20,15,20,10,55,80,200,0.16847242258170947
350,1,3501,Milotic,Water,,Pink,Marvel Scale,Competitive,Cute Charm,3,0,0,6.2,162.0,95,60,79,100,125,81,540,1.6847242258170887
351,1,3511,Castform,Normal,,Grey,Forecast,,,3,0,0,0.3,0.8,70,70,70,70,70,70,420,1.126359570208862
351,2,3512,Castform,Fire,,Red,Forecast,,,3,0,0,0.3,0.8,70,70,70,70,70,70,420,1.33483560694799
351,3,3513,Castform,Water,,Blue,Forecast,,,3,0,0,0.3,0.8,70,70,70,70,70,70,420,1.179306958071966
351,4,3514,Castform,Ice,,White,Forecast,,,3,0,0,0.3,0.8,70,70,70,70,70,70,420,1.3861207629239085
352,1,3521,Kecleon,Normal,,Green,Color Change,,Protean,3,0,0,1.0,22.0,60,90,70,60,120,40,440,1.4481765902685348
353,1,3531,Shuppet,Ghost,,Black,Insomnia,Frisk,Cursed Body,3,0,0,0.6,2.3,44,75,35,63,33,45,295,1.2445710625106992
354,1,3541,Banette,Ghost,,Black,Insomnia,Frisk,Cursed Body,3,0,0,1.1,12.5,64,115,65,83,63,65,455,1.908342295849734
354,2,3542,Mega Banette,Ghost,,Black,Prankster,,,3,0,1,1.2,13.0,64,165,75,93,83,75,555,2.738056337523537
355,1,3551,Duskull,Ghost,,Black,Levitate,,Frisk,3,0,0,0.8,15.0,20,40,90,30,90,25,295,0.6637712333390393
356,1,3561,Dusclops,Ghost,,Black,Pressure,,Frisk,3,0,0,1.6,30.6,40,70,130,60,130,25,455,1.1615996583433188
357,1,3571,Tropius,Grass,Flying,Green,Chlorophyll,Solar Power,Harvest,3,0,0,2.0,100.0,99,68,83,72,87,51,460,1.4881756079275323
358,1,3581,Chimecho,Psychic,,Blue,Levitate,,,3,0,0,0.6,1.0,75,50,80,95,90,65,455,1.5675155228162627
359,1,3591,Absol,Dark,,White,Pressure,Super Luck,Justified,3,0,0,1.2,47.0,65,130,60,75,60,75,465,2.291290010743619
359,2,3592,Mega Absol,Dark,,White,Magic Bounce,,,3,0,1,1.2,49.0,65,150,60,115,60,115,565,2.643796166242642
360,1,3601,Wynaut,Psychic,,Blue,Shadow Tag,,Telepathy,3,0,0,0.6,14.0,95,23,48,23,48,23,260,0.37950375815551435
361,1,3611,Snorunt,Ice,,Grey,Inner Focus,Ice Body,Moody,3,0,0,0.7,16.8,50,50,50,50,50,50,300,0.9900862592313632
362,1,3621,Glalie,Ice,,Grey,Inner Focus,Ice Body,Moody,3,0,0,1.5,256.5,80,80,80,80,80,80,480,1.5841380147701851
362,2,3622,Mega Glalie,Ice,,Grey,Refrigerate,,,3,0,1,2.1,350.2,80,120,80,120,80,100,580,2.37620702215527
363,1,3631,Spheal,Ice,Water,Blue,Thick Fat,Ice Body,Oblivious,3,0,0,0.8,39.5,70,40,50,55,50,25,290,1.217993426846674
364,1,3641,Sealeo,Ice,Water,Blue,Thick Fat,Ice Body,Oblivious,3,0,0,1.1,87.6,90,60,70,75,70,45,410,1.6609001275181974
365,1,3651,Walrein,Ice,Water,Blue,Thick Fat,Ice Body,Oblivious,3,0,0,1.4,150.6,110,80,90,95,90,65,530,2.103806828189716
366,1,3661,Clamperl,Water,,Blue,Shell Armor,,Rattled,3,0,0,0.4,52.5,35,64,85,74,55,32,345,1.246695927104649
367,1,3671,Huntail,Water,,Blue,Swift Swim,,Water Veil,3,0,0,1.7,27.0,55,104,105,94,75,52,485,1.5836407722680677
368,1,3681,Gorebyss,Water,,Pink,Swift Swim,,Hydration,3,0,0,1.8,22.6,55,84,105,114,75,52,485,1.9205856174314762
369,1,3691,Relicanth,Water,Rock,Grey,Swift Swim,,Sturdy,3,0,0,1.0,23.4,100,90,130,45,65,55,485,1.2006639542307074
370,1,3701,Luvdisc,Water,,Pink,Swift Swim,,Hydration,3,0,0,0.6,8.7,43,30,55,40,65,97,330,0.6738896903268379
371,1,3711,Bagon,Dragon,,Blue,Rock Head,,Sheer Force,3,0,0,0.6,42.1,45,75,60,40,30,50,300,1.2540181094731342
372,1,3721,Shelgon,Dragon,,White,Rock Head,,Overcoat,3,0,0,1.1,110.5,65,95,100,60,50,50,420,1.588422938665972
373,1,3731,Salamence,Dragon,Flying,Blue,Intimidate,,Moxie,3,0,0,1.5,102.6,95,135,80,110,80,100,600,2.6441675610473343
373,2,3732,Mega Salamence,Dragon,Flying,Blue,Aerilate,,,3,0,1,1.8,112.6,95,145,130,120,90,120,700,2.8400318248286247
374,1,3741,Beldum,Steel,Psychic,Blue,Clear Body,,Light Metal,3,0,0,0.6,95.2,40,55,80,35,60,30,300,0.9505938789024718
375,1,3751,Metang,Steel,Psychic,Blue,Clear Body,,Light Metal,3,0,0,1.2,202.5,60,75,100,55,80,50,420,1.3442908484701959
376,1,3761,Metagross,Steel,Psychic,Blue,Clear Body,,Light Metal,3,0,0,1.6,550.0,80,135,130,95,90,70,600,2.393308969764601
376,2,3762,Mega Metagross,Steel,Psychic,Blue,Tough Claws,,,3,0,1,2.5,942.9,80,145,150,105,110,110,700,2.5901574545484665
377,1,3771,Regirock,Rock,,Brown,Clear Body,,Sturdy,3,1,0,1.7,230.0,80,100,200,50,100,50,580,2.1227303292360293
378,1,3781,Regice,Ice,,Blue,Clear Body,,Ice Body,3,1,0,1.8,175.0,80,50,100,100,200,50,580,1.9801725184627263
379,1,3791,Registeel,Steel,,Grey,Clear Body,,Light Metal,3,1,0,1.9,205.0,80,75,150,75,150,50,580,1.226263279394617
380,1,3801,Latias,Dragon,Psychic,Red,Levitate,,,3,1,0,1.4,40.0,80,80,90,110,130,110,600,1.5348267687401982
380,2,3802,Mega Latias,Dragon,Psychic,Purple,Levitate,,,3,1,1,1.8,52.0,80,100,120,140,150,110,700,1.9252663211931085
381,1,3811,Latios,Dragon,Psychic,Blue,Levitate,,,3,1,0,2.0,60.0,80,90,80,130,110,110,600,1.7435122655024085
381,2,3812,Mega Latios,Dragon,Psychic,Purple,Levitate,,,3,1,1,2.3,70.0,80,130,100,160,120,110,700,2.443597047193756
382,1,3821,Kyogre,Water,,Blue,Drizzle,,,3,1,0,4.5,352.0,100,100,90,150,140,90,670,2.52708633872564
382,2,3822,Primal Kyogre,Water,,Blue,Primordial Sea,,,3,1,1,9.8,430.0,100,150,90,180,160,90,770,3.0325036064707653
383,1,3831,Groudon,Ground,,Red,Drought,,,3,1,0,3.5,950.0,100,150,140,100,90,90,670,2.755234088244443
383,2,3832,Primal Groudon,Ground,Fire,Red,Desolate Land,,,3,1,1,5.0,999.7,100,180,160,150,90,90,770,3.7815657691057294
384,1,3841,Rayquaza,Dragon,Flying,Green,Air Lock,,,3,1,0,7.0,206.5,105,150,90,150,90,95,680,2.9379639567192695
384,2,3842,Mega Rayquaza,Dragon,Flying,Green,Delta Stream,,,3,1,1,10.8,392.0,105,180,100,180,100,115,780,3.52555674806312
385,1,3851,Jirachi,Steel,Psychic,Yellow,Serene Grace,,,3,1,0,0.3,1.1,100,100,100,100,100,100,600,1.9684848478386183
386,1,3861,Deoxys,Psychic,,Red,Pressure,,,3,1,0,1.7,60.8,50,150,50,150,50,150,600,2.475024509709882
386,2,3862,Deoxys,Psychic,,Red,Pressure,,,3,1,0,1.7,60.8,50,180,20,180,20,150,600,2.970029411651856
386,3,3863,Deoxys,Psychic,,Red,Pressure,,,3,1,0,1.7,60.8,50,70,160,70,160,90,600,1.1550114378646104
386,4,3864,Deoxys,Psychic,,Red,Pressure,,,3,1,0,1.7,60.8,50,95,90,95,90,180,600,1.5675155228162627
387,1,3871,Turtwig,Grass,,Green,Overgrow,,Shell Armor,4,0,0,0.4,10.2,55,68,64,45,55,31,318,0.7778505091736123
388,1,3881,Grotle,Grass,,Green,Overgrow,,Shell Armor,4,0,0,1.1,97.0,75,89,85,55,65,36,405,0.9507061778788568
389,1,3891,Torterra,Grass,Ground,Green,Overgrow,,Shell Armor,4,0,0,2.2,310.0,95,109,105,75,85,56,525,1.7805132299844753
390,1,3901,Chimchar,Fire,,Brown,Blaze,,Iron Fist,4,0,0,0.5,6.2,44,58,44,58,44,61,309,1.1060066457569018
391,1,3911,Monferno,Fire,Fighting,Brown,Blaze,,Iron Fist,4,0,0,0.9,22.0,64,78,52,78,52,81,405,1.8648051056073538
392,1,3921,Infernape,Fire,Fighting,Brown,Blaze,,Iron Fist,4,0,0,1.2,55.0,76,104,71,104,71,108,534,2.486406807476475
393,1,3931,Piplup,Water,,Blue,Torrent,,Defiant,4,0,0,0.4,5.2,53,51,53,61,56,40,314,1.027681777748426
394,1,3941,Prinplup,Water,,Blue,Torrent,,Defiant,4,0,0,0.8,23.0,64,66,68,81,76,50,405,1.364626622911843
395,1,3951,Empoleon,Water,Steel,Blue,Torrent,,Defiant,4,0,0,1.7,84.5,84,86,88,111,101,60,530,1.965830936653453
396,1,3961,Starly,Normal,Flying,Brown,Keen Eye,,Reckless,4,0,0,0.3,2.0,40,55,30,30,30,60,245,1.0557727569151034
397,1,3971,Staravia,Normal,Flying,Brown,Intimidate,,Reckless,4,0,0,0.6,15.5,55,75,50,40,40,80,340,1.4396901230660566
398,1,3981,Staraptor,Normal,Flying,Brown,Intimidate,,Reckless,4,0,0,1.2,24.9,85,120,70,50,60,100,485,2.303504196905687
399,1,3991,Bidoof,Normal,,Brown,Simple,Unaware,Moody,4,0,0,0.5,20.0,59,45,40,35,40,31,250,0.7240882951342674
400,1,4001,Bibarel,Normal,Water,Brown,Simple,Unaware,Moody,4,0,0,1.0,31.5,79,85,60,55,60,71,410,1.4683101822216849
401,1,4011,Kricketot,Bug,,Red,Shed Skin,,Run Away,4,0,0,0.3,2.2,37,25,41,25,41,25,194,0.43224057219210354
402,1,4021,Kricketune,Bug,,Red,Swarm,,Technician,4,0,0,1.0,25.5,77,85,51,55,51,65,384,1.469617945453151
403,1,4031,Shinx,Electric,,Blue,Rivalry,Intimidate,Guts,4,0,0,0.5,9.5,45,65,34,40,34,45,263,0.6976950618161378
404,1,4041,Luxio,Electric,,Blue,Rivalry,Intimidate,Guts,4,0,0,0.9,30.5,60,85,49,60,49,60,363,1.0465425927242042
405,1,4051,Luxray,Electric,,Blue,Rivalry,Intimidate,Guts,4,0,0,1.4,42.0,80,120,79,95,79,70,523,1.6570257718133292
406,1,4061,Budew,Grass,Poison,Green,Natural Cure,Poison Point,Leaf Guard,4,0,0,0.2,1.2,40,30,35,50,70,55,280,0.8911440141712412
407,1,4071,Roserade,Grass,Poison,Green,Natural Cure,Poison Point,Technician,4,0,0,0.9,14.5,60,70,65,125,105,90,515,2.1965381071566985
408,1,4081,Cranidos,Rock,,Blue,Mold Breaker,,Sheer Force,4,0,0,0.9,31.5,67,125,40,30,30,58,350,2.653412911545043
409,1,4091,Rampardos,Rock,,Blue,Mold Breaker,,Sheer Force,4,0,0,1.6,102.5,97,165,60,65,50,58,495,3.50250504323946
410,1,4101,Shieldon,Rock,Steel,Grey,Sturdy,,Soundproof,4,0,0,0.5,57.0,30,42,118,42,88,30,350,0.9412494809651278
411,1,4111,Bastiodon,Rock,Steel,Grey,Sturdy,,Soundproof,4,0,0,1.3,149.5,60,52,168,47,138,30,495,1.165356500242539
412,1,4121,Burmy,Bug,,Green,Shed Skin,,Overcoat,4,0,0,0.2,3.4,40,29,45,29,45,36,224,0.501399063742839
412,2,4122,Burmy,Bug,,Brown,Shed Skin,,Overcoat,4,0,0,0.2,3.4,40,29,45,29,45,36,224,0.501399063742839
412,3,4123,Burmy,Bug,,Red,Shed Skin,,Overcoat,4,0,0,0.2,3.4,40,29,45,29,45,36,224,0.501399063742839
413,1,4131,Wormadam,Bug,Grass,Green,Anticipation,,Overcoat,4,0,0,0.5,6.5,60,59,85,79,105,36,424,1.4044200459781808
413,2,4132,Wormadam,Bug,Ground,Brown,Anticipation,,Overcoat,4,0,0,0.5,6.5,60,79,105,59,85,36,424,1.6763156025629062
413,3,4133,Wormadam,Bug,Steel,Red,Anticipation,,Overcoat,4,0,0,0.5,6.5,60,69,95,69,95,36,424,1.3519653759958974
414,1,4141,Mothim,Bug,Flying,Yellow,Swarm,,Tinted Lens,4,0,0,0.9,23.3,70,94,50,94,50,66,424,1.8809238319922137
415,1,4151,Combee,Bug,Flying,Yellow,Honey Gather,,Hustle,4,0,0,0.3,5.5,30,30,42,30,42,70,244,0.6002948399975127
416,1,4161,Vespiquen,Bug,Flying,Yellow,Pressure,,Unnerve,4,0,0,1.2,38.5,70,80,102,80,102,40,474,1.6007862399933745
417,1,4171,Pachirisu,Electric,,White,Run Away,Pickup,Volt Absorb,4,0,0,0.4,3.9,60,45,70,45,90,95,405,0.7849069445431548
418,1,4181,Buizel,Water,,Brown,Swift Swim,,Water Veil,4,0,0,0.7,29.5,55,65,35,60,30,85,330,1.0108345354902541
419,1,4191,Floatzel,Water,,Brown,Swift Swim,,Water Veil,4,0,0,1.1,33.5,85,105,55,85,50,115,495,1.4320155919445277
420,1,4201,Cherubi,Grass,,Pink,Chlorophyll,,,4,0,0,0.4,3.3,45,35,45,62,53,35,275,1.0717051459725313
421,1,4211,Cherrim,Grass,,Pink,Flower Gift,,,4,0,0,0.5,9.3,70,60,70,87,78,85,450,1.5038443177356515
421,2,4212,Cherrim,Grass,,Purple,Flower Gift,,,4,0,0,0.5,9.3,70,60,70,87,78,85,450,1.5038443177356515
422,1,4221,Shellos,Water,,Purple,Sticky Hold,Storm Drain,Sand Force,4,0,0,0.3,6.3,76,48,48,57,62,34,325,0.9602928087157381
422,2,4222,Shellos,Water,,Blue,Sticky Hold,Storm Drain,Sand Force,4,0,0,0.3,6.3,76,48,48,57,62,34,325,0.9602928087157381
423,1,4231,Gastrodon,Water,Ground,Purple,Sticky Hold,Storm Drain,Sand Force,4,0,0,0.9,29.9,111,83,68,92,82,39,475,1.7652974572610889
423,2,4232,Gastrodon,Water,Ground,Blue,Sticky Hold,Storm Drain,Sand Force,4,0,0,0.9,29.9,111,83,68,92,82,39,475,1.7652974572610889
424,1,4241,Ambipom,Normal,,Purple,Technician,Pickup,Skill Link,4,0,0,1.2,20.3,75,100,66,60,66,115,482,1.6090851002983655
425,1,4251,Drifloon,Ghost,Flying,Purple,Aftermath,Unburden,Flare Boost,4,0,0,0.4,1.2,90,50,34,60,44,70,348,1.0969028777677592
426,1,4261,Drifblim,Ghost,Flying,Purple,Aftermath,Unburden,Flare Boost,4,0,0,1.2,15.0,150,80,44,90,54,80,498,1.7550446044284205
427,1,4271,Buneary,Normal,,Brown,Run Away,Klutz,Limber,4,0,0,0.4,5.5,55,66,44,44,56,85,350,1.0619961661969262
428,1,4281,Lopunny,Normal,,Brown,Cute Charm,Klutz,Limber,4,0,0,1.2,33.3,65,76,84,54,96,105,480,1.2229046762267586
428,2,4282,Mega Lopunny,Normal,Fighting,Brown,Scrappy,,,4,0,1,1.3,28.3,65,136,94,54,96,135,580,2.5931979351667334
429,1,4291,Mismagius,Ghost,,Purple,Levitate,,,4,0,0,0.9,4.4,60,60,60,105,105,105,495,0.9956568500085576
430,1,4301,Honchkrow,Dark,Flying,Black,Insomnia,Super Luck,Moxie,4,0,0,0.9,27.3,100,125,52,105,52,71,505,2.58626728588628
431,1,4311,Glameow,Normal,,Grey,Limber ,Own Tempo,Keen Eye,4,0,0,0.5,3.9,49,55,42,42,37,85,310,0.8849968051641021
432,1,4321,Purugly,Normal,,Grey,Thick Fat,Own Tempo,Defiant,4,0,0,1.0,43.8,71,82,64,64,59,112,452,1.319449782244661
433,1,4331,Chingling,Psychic,,Yellow,Levitate,,,4,0,0,0.2,0.6,45,30,50,65,50,45,285,1.07251062087428
434,1,4341,Stunky,Poison,Dark,Purple,Stench,Aftermath,Keen Eye,4,0,0,0.4,19.2,63,63,47,41,41,74,329,1.2138140290141164
435,1,4351,Skuntank,Poison,Dark,Purple,Stench,Aftermath,Keen Eye,4,0,0,1.0,38.0,103,93,67,71,61,84,479,1.7918207094970298
436,1,4361,Bronzor,Steel,Psychic,Green,Levitate,Heatproof,Heavy Metal,4,0,0,0.5,60.5,57,24,86,24,86,23,300,0.47243636348127227
437,1,4371,Bronzong,Steel,Psychic,Green,Levitate,Heatproof,Heavy Metal,4,0,0,1.3,187.0,67,89,116,79,116,33,500,1.6859151208719816
438,1,4381,Bonsly,Rock,,Brown,Sturdy,Rock Head,Rattled,4,0,0,0.5,15.0,50,80,95,10,45,10,290,1.6981842633888307
439,1,4391,Mime Jr.,Psychic,Fairy,Pink,Soundproof,Filter,Technician,4,0,0,0.6,13.0,20,25,45,70,90,60,310,1.1358409694966596
440,1,4401,Happiny,Normal,,Pink,Natural cure,Serene Grace,Friend Guard,4,0,0,0.6,24.4,100,5,5,15,65,30,220,0.08045425501491874
441,1,4411,Chatot,Normal,Flying,Black,Keen Eye,Tangled Feet,Big Pecks,4,0,0,0.5,1.9,76,65,45,92,42,91,411,1.2477314399905755
442,1,4421,Spiritomb,Ghost,Dark,Purple,Pressure,,Infiltrator,4,0,0,1.0,108.0,50,92,108,92,108,35,485,1.8014183616352017
443,1,4431,Gible,Dragon,Ground,Blue,Sand Veil,,Rough Skin,4,0,0,0.7,20.5,58,70,45,40,45,42,300,1.35488665318301
444,1,4441,Gabite,Dragon,Ground,Blue,Sand Veil,,Rough Skin,4,0,0,1.4,56.0,68,90,65,50,55,82,410,1.7419971255210138
445,1,4451,Garchomp,Dragon,Ground,Blue,Sand Veil,,Rough Skin,4,0,0,1.9,95.0,108,130,95,80,85,102,600,2.5162180701970085
445,2,4452,Mega Garchomp,Dragon,Ground,Blue,Sand Force,,,4,0,1,1.9,95.0,108,170,115,120,95,92,700,3.2904390148730185
446,1,4461,Munchlax,Normal,,Black,Pickup,Thick Fat,Gluttony,4,0,0,0.6,105.0,135,85,40,40,85,5,390,1.3677223352536159
447,1,4471,Riolu,Fighting,,Blue,Steadfast,Inner Focus,Prankster,4,0,0,0.7,20.2,40,70,40,35,40,60,285,1.2747789303948263
448,1,4481,Lucario,Fighting,Steel,Blue,Steadfast,Inner Focus,Justified,4,0,0,1.2,54.0,70,110,70,115,70,90,525,2.3056207799620925
448,2,4482,Mega Lucario,Fighting,Steel,Blue,Adaptability,,,4,0,1,1.3,57.5,70,145,88,140,70,112,625,3.0392273917682253
449,1,4491,Hippopotas,Ground,,Brown,Sand Stream,,Sand Force,4,0,0,0.8,49.5,68,72,78,38,42,32,330,1.322512362357336
450,1,4501,Hippowdon,Ground,,Brown,Sand Stream,,Sand Force,4,0,0,2.0,300.0,108,112,118,68,72,47,525,2.057241452555845
451,1,4511,Skorupi,Poison,Bug,Purple,Battle Armor,Sniper,Keen Eye,4,0,0,0.8,12.0,40,50,90,30,55,65,330,0.9614475175249699
452,1,4521,Drapion,Poison,Dark,Purple,Battle Armor,Sniper,Keen Eye,4,0,0,1.3,61.5,70,90,110,60,75,95,500,1.7340200414487412
453,1,4531,Croagunk,Poison,Fighting,Blue,Anticipation,Dry Skin,Poison Touch,4,0,0,0.7,23.0,48,61,40,61,40,50,300,1.2731703528418072
454,1,4541,Toxicroak,Poison,Fighting,Blue,Anticipation,Dry Skin,Poison Touch,4,0,0,1.3,44.4,83,106,65,86,65,85,490,2.212394383626743
455,1,4551,Carnivine,Grass,,Green,Levitate,,,4,0,0,1.4,27.0,74,100,72,90,72,46,454,1.5557010183472246
456,1,4561,Finneon,Water,,Blue,Swift Swim,Storm Drain,Water Veil,4,0,0,0.4,7.0,49,49,56,49,61,66,330,0.8255148706503765
457,1,4571,Lumineon,Water,,Blue,Swift Swim,Storm Drain,Water Veil,4,0,0,1.2,24.0,69,69,76,69,86,91,460,1.162459715813793
458,1,4581,Mantyke,Water,Flying,Blue,Swift Swim,Water Absorb,Water Veil,4,0,0,1.0,65.0,45,20,50,60,120,50,345,0.875864236042224
459,1,4591,Snover,Grass,Ice,White,Snow Warning,,Soundproof,4,0,0,1.0,50.5,60,62,50,62,60,40,334,1.2628907355079486
460,1,4601,Abomasnow,Grass,Ice,White,Snow Warning,,Soundproof,4,0,0,2.2,135.5,90,92,75,92,85,60,494,1.8739668978505064
460,2,4602,Mega Abomasnow,Grass,Ice,White,Snow Warning,,,4,0,1,2.7,185.0,90,132,105,132,105,30,594,2.6887351143072573
461,1,4611,Weavile,Dark,Ice,Black,Pressure,,Pickpocket,4,0,0,1.1,34.0,70,120,65,45,85,125,510,2.0331351195365652
